,Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,MLBID
43,Yusei Kikuchi,LAA,10.0565,11.3135,14.9751,4.11235,30.78,30.78,0.0,0.0,,177.726,748.005,165.873,87.2174,81.2079,26.3824,62.9065,0.6784,5.4574,181.836,9.20814,3.18557,2.89058,1.336,0.243095,0.084099,0.1589958518743515,0.244059,1.28726,0.295892,0.737901,0.406722,,4.17264,2.53193,2.44841,355.4800109863281,,,,,,,725.8000000000001,4.0775280898876405,712,4.0,5.68,5.17,4.83,4.56,4.32,4.09,3.86,3.61,3.28,4.99,4.78,4.63,4.51,4.4,4.29,4.17,4.04,3.87,Yusei Kikuchi,20633,579328.0,579328.0
44,Sandy Alcantara,MIA,10.0457,11.853,16.2857,4.15047,30.78,30.78,0.0,0.0,,186.581,794.978,189.427,93.3814,86.0444,22.2239,55.9299,0.8737,7.6986,158.62,7.65123,2.69785,2.83604,1.072,0.199527,0.070354,0.1291728839278221,0.259011,1.31501,0.303727,0.709359,0.469893,,4.00638,2.51165,2.57184,151.27999877929688,,,,,,,747.7999999999998,3.9989304812834217,775,4.144385026737968,5.77,5.26,4.92,4.65,4.41,4.18,3.94,3.69,3.36,5.12,4.89,4.73,4.6,4.48,4.36,4.24,4.1,3.92,Sandy Alcantara,18684,645261.0,645261.0
45,Merrill Kelly,ARI,11.0516,10.7104,16.0623,4.14641,30.78,30.78,0.0,0.0,,185.122,791.121,186.364,92.0943,85.2881,23.9219,56.6957,1.1906,5.0695,169.205,8.22615,2.75635,2.98444,1.163,0.21388,0.071665,0.1422150433063507,0.255518,1.31297,0.302933,0.720361,0.422182,,3.98793,2.48131,2.50903,226.47999572753903,,,,,,,742.1999999999999,4.011891891891891,765,4.135135135135135,5.73,5.23,4.89,4.62,4.38,4.15,3.92,3.67,3.34,5.07,4.85,4.7,4.57,4.45,4.34,4.22,4.09,3.91,Merrill Kelly,11156,518876.0,518876.0
46,Kris Bubic,KC,9.5721,8.7717,12.3199,3.79807,40.3,24.3,0.0,0.6683,,155.332,655.374,146.953,71.3013,65.5511,17.3972,53.6404,0.8908,5.3432,147.726,8.55931,3.10795,2.754,1.008,0.225407,0.081847,0.1435598507523536,0.246405,1.29139,0.300408,0.733625,0.45001,,3.82825,2.4798,2.56734,217.67999267578125,,,,,,,678.7,4.378709677419355,677,4.367741935483871,5.71785,5.01764,4.58099,4.23596,3.94021,3.67167,3.40725,3.12592,2.76974,4.79172,4.54378,4.37481,4.22687,4.0979,3.97893,3.84996,3.70202,3.50408,Kris Bubic,21455,663460.0,663460.0
47,Emmet Sheehan,LAD,10.277,8.0947,10.9608,3.92771,44.3,24.3,0.0,0.781,,153.594,645.214,134.171,71.714,67.0302,22.766,53.5752,0.8607,6.4747,172.954,10.1344,3.1393,3.22825,1.334,0.268057,0.0830348,0.1850218847393989,0.229289,1.22236,0.286063,0.744399,0.358597,,3.98283,2.44893,2.30996,123.91999816894533,,,,,,,678.3000000000003,4.404545454545456,641,4.162337662337662,5.85683,5.13094,4.66364,4.31458,4.00723,3.719,3.44338,3.15036,2.78384,4.92802,4.65062,4.46322,4.30583,4.16713,4.02974,3.89104,3.73364,3.52625,Emmet Sheehan,29839,686218.0,686218.0
48,Nick Lodolo,CIN,9.2373,9.5956,12.7843,4.06705,27.54,27.54,0.0,0.0,,154.395,653.109,147.373,75.071,69.7702,22.25,42.8289,0.7093,12.6194,157.648,9.1896,2.49658,3.68087,1.297,0.24138,0.065577,0.1758031249046325,0.246584,1.23192,0.299508,0.723858,0.423069,,4.04385,2.40178,2.53996,132.67999267578125,,,,,,,634.8000000000002,4.122077922077923,632,4.103896103896104,5.73,5.18,4.81,4.52,4.26,4.02,3.77,3.51,3.17,5.0,4.77,4.61,4.47,4.35,4.23,4.11,3.97,3.78,Nick Lodolo,26378,666157.0,666157.0
49,Luis Castillo,SEA,10.9136,10.6376,16.4461,3.85777,30.78,30.78,0.0,0.0,,181.473,762.814,170.247,84.0655,77.7869,24.9223,51.0254,1.1908,6.7616,171.81,8.52076,2.53056,3.36715,1.236,0.225232,0.066891,0.1583409681916237,0.241476,1.21931,0.285906,0.736163,0.399601,,3.98226,2.36372,2.03452,161.32000732421875,,,,,,,759.9000000000001,4.198342541436465,750,4.143646408839779,5.39,4.89,4.57,4.3,4.07,3.85,3.63,3.39,3.08,4.72,4.51,4.37,4.25,4.15,4.04,3.94,3.81,3.65,Luis Castillo,15689,622491.0,622491.0
50,David Peterson,NYM,11.8,9.7365,17.2131,3.65463,30.78,30.78,0.0,0.0,,181.959,780.939,174.607,81.5782,73.888,18.4991,70.0768,0.706,8.0851,160.392,7.93329,3.46612,2.28881,0.915,0.205384,0.089734,0.1156499981880188,0.248452,1.34472,0.29798,0.745506,0.516052,,3.98252,2.34572,2.93773,364.760009765625,,,,,,,756.3999999999999,4.156043956043956,762,4.186813186813187,5.25,4.75,4.43,4.16,3.93,3.72,3.5,3.26,2.95,4.6,4.39,4.24,4.12,4.01,3.91,3.8,3.67,3.5,David Peterson,20302,656849.0,656849.0
51,Zac Gallen,,10.9083,11.6679,16.236,4.21815,32.0,32.0,0.0,0.0,,191.167,821.518,189.906,96.6216,89.5969,26.2749,61.8217,0.6638,6.7028,181.605,8.54984,2.91052,2.93757,1.237,0.221061,0.075253,0.1458078771829605,0.252201,1.31679,0.300178,0.721616,0.422,,4.09731,2.3414,2.1883,226.8800048828125,,,,,,,756.6000000000001,3.961256544502618,774,4.052356020942408,5.78,5.29,4.96,4.69,4.46,4.23,4.0,3.75,3.43,5.12,4.91,4.76,4.64,4.53,4.42,4.31,4.18,4.01,Zac Gallen,19291,668678.0,668678.0
52,Tanner Bibee,CLE,10.2618,11.3581,15.7978,4.07871,30.78,30.78,0.0,0.0,,182.086,773.19,174.946,88.8368,82.5196,25.5123,55.6789,0.5714,8.3721,171.223,8.46306,2.75205,3.07518,1.261,0.22145,0.0720119,0.1494380459189415,0.246702,1.26657,0.291632,0.727463,0.39573,,4.13119,2.33631,2.14249,174.75999450683594,,,,,,,722.0,3.967032967032967,722,3.967032967032967,5.64,5.14,4.8,4.53,4.29,4.07,3.84,3.59,3.26,4.97,4.76,4.61,4.48,4.37,4.26,4.14,4.01,3.84,Tanner Bibee,30134,676440.0,676440.0
53,Joe Musgrove,SD,9.7788,9.2974,14.0295,3.89888,27.54,27.54,0.0,0.0,,158.921,668.017,152.352,74.3988,68.8461,21.578,40.6027,1.1724,9.7323,150.184,8.50517,2.29941,3.69886,1.222,0.22482,0.0607809,0.1640389338135719,0.246651,1.21415,0.293267,0.728474,0.420168,,3.9604,2.31744,2.33898,245.47999572753903,,,,,,,657.8,4.1371069182389935,656,4.1257861635220126,5.56,5.01,4.64,4.35,4.09,3.85,3.61,3.35,3.01,4.89,4.63,4.46,4.31,4.18,4.05,3.92,3.77,3.58,Joe Musgrove,12970,605397.0,605397.0
54,Shane Bieber,TOR,9.0428,7.9607,12.9891,3.86643,24.3,24.3,0.0,0.0,,143.443,602.7,143.227,67.031,61.6234,18.281,34.0212,0.3224,4.5323,130.94,8.21556,2.13459,3.84878,1.147,0.217256,0.056448,0.1608080305159092,0.253882,1.23567,0.301128,0.726763,0.458725,,3.77255,2.30701,1.97384,179.44000244140625,,,,,,,610.0,4.265734265734266,626,4.3776223776223775,5.6,5.02,4.64,4.34,4.08,3.83,3.58,3.31,2.97,4.87,4.62,4.45,4.3,4.18,4.05,3.92,3.77,3.58,Shane Bieber,19427,669456.0,669456.0
55,Mitch Keller,PIT,9.8044,11.7026,14.5084,4.35054,30.78,30.78,0.0,0.0,,179.816,771.08,182.313,93.5783,86.9218,22.9765,54.8376,0.6331,10.031,155.555,7.78569,2.74469,2.83664,1.15,0.201736,0.0711179,0.130617968738079,0.258157,1.31885,0.301957,0.700409,0.427625,,4.14834,2.29717,2.10364,347.6000061035156,,,,,,,692.8999999999999,3.849444444444444,718,3.988888888888889,5.97,5.45,5.11,4.83,4.59,4.35,4.12,3.86,3.53,5.26,5.05,4.9,4.78,4.66,4.55,4.44,4.31,4.13,Mitch Keller,17594,656605.0,656605.0
56,Brady Singer,CIN,9.7711,11.4861,13.6759,4.39392,30.78,30.78,0.0,0.0,,175.599,757.547,177.556,92.3144,85.73,26.4765,55.8941,0.4401,9.7254,163.839,8.39722,2.86474,2.93123,1.357,0.216275,0.073783,0.1424920260906219,0.25661,1.32945,0.301187,0.718675,0.440032,,4.35027,2.29037,2.27895,326.6400146484375,,,,,,,649.8000000000002,3.692045454545456,672,3.8181818181818175,6.04,5.51,5.16,4.88,4.63,4.4,4.16,3.89,3.55,5.32,5.1,4.95,4.83,4.71,4.6,4.48,4.35,4.17,Brady Singer,25377,663903.0,663903.0
57,Casey Mize,DET,9.5935,10.2947,13.303,4.08724,29.16,29.16,0.0,0.0,,162.441,688.016,161.495,79.6241,73.7704,21.8212,44.9818,0.5394,5.2489,143.354,7.94253,2.49221,3.18694,1.209,0.208359,0.065379,0.1429801061749458,0.253212,1.27109,0.295538,0.721053,0.414917,,4.04414,2.27926,1.91887,261.7200012207031,,,,,,,645.5999999999998,3.985185185185184,660,4.074074074074074,5.76,5.21,4.84,4.55,4.3,4.06,3.81,3.55,3.21,5.07,4.82,4.65,4.51,4.38,4.26,4.13,3.98,3.79,Casey Mize,20492,663554.0,663554.0
58,Grayson Rodriguez,LAA,7.7373,7.8698,11.4336,3.81773,22.68,22.68,0.0,0.0,,128.892,540.653,117.25,59.1362,54.6748,16.7845,43.6134,0.366,4.6404,135.712,9.47623,3.04535,3.1117,1.172,0.251015,0.080668,0.1703467667102813,0.23812,1.24805,0.295571,0.740561,0.423628,,3.84532,2.26439,2.19729,315.0799865722656,,,,,,,566.3,4.389922480620155,549,4.255813953488372,5.6,4.98,4.58,4.26,3.99,3.73,3.47,3.19,2.84,4.84,4.57,4.38,4.23,4.09,3.96,3.82,3.67,3.47,Grayson Rodriguez,24492,680570.0,680570.0
59,Matthew Boyd,CHC,10.6434,9.8675,15.6337,3.93389,29.16,29.16,0.0,0.0,,173.75,730.964,164.28,81.7738,75.946,24.2285,52.288,0.4971,7.3579,156.262,8.09417,2.70844,2.9885,1.255,0.213776,0.0715329,0.1422429829835891,0.244712,1.24643,0.285337,0.737999,0.376582,,4.17907,2.23896,2.63773,228.1199951171875,,,,,,,701.0000000000001,4.028735632183909,693,3.9827586206896552,5.52,5.0,4.65,4.37,4.13,3.9,3.67,3.41,3.09,4.87,4.63,4.47,4.33,4.21,4.09,3.97,3.83,3.64,Matthew Boyd,15440,571510.0,571510.0
60,Trevor Rogers,BAL,10.4835,10.0913,14.9772,4.18624,29.16,29.16,0.0,0.0,,174.69,748.135,175.826,87.8706,81.2547,22.5155,59.0099,1.1903,6.1691,148.601,7.6559,3.04019,2.51823,1.16,0.198628,0.078876,0.1197520494461059,0.257449,1.3443,0.299528,0.722849,0.434565,,4.22872,2.23151,1.82883,170.1999969482422,,,,,,,657.4999999999999,3.7571428571428567,679,3.88,5.84,5.31,4.96,4.67,4.42,4.18,3.95,3.68,3.35,5.17,4.93,4.76,4.63,4.5,4.38,4.25,4.11,3.92,Trevor Rogers,22286,669432.0,669432.0
61,Carlos Rodon,NYY,9.9881,9.2405,14.0806,4.02842,27.54,27.54,0.0,0.0,,161.648,688.156,144.763,77.5653,72.354,23.1336,58.7362,0.4212,7.2394,174.426,9.71146,3.27023,2.96966,1.288,0.253469,0.085353,0.1681160852313041,0.23267,1.2589,0.286442,0.735973,0.36487,,4.06191,2.2315,1.97215,199.8000030517578,,,,,,,688.9000000000001,4.252469135802469,661,4.080246913580247,5.62,5.09,4.74,4.46,4.21,3.98,3.74,3.49,3.16,4.88,4.67,4.53,4.41,4.3,4.19,4.08,3.95,3.78,Carlos Rodon,16137,607074.0,607074.0
62,Cody Ponce,TOR,9.15,8.5252,10.8559,3.9759,43.68,22.68,0.0,0.6499,,150.276,635.13,146.446,71.8336,66.3869,19.2687,42.8649,1.1036,6.1664,145.757,8.72938,2.56717,3.40039,1.154,0.229492,0.06749,0.1620022729039192,0.249866,1.25975,0.302032,0.723673,0.441177,,3.84099,2.23131,1.65031,294.20001220703125,,,,,,,645.6999999999999,4.304666666666666,652,4.346666666666667,5.97944,5.23926,4.77637,4.41585,4.1051,3.82274,3.53598,3.242,2.87222,4.96821,4.721,4.5438,4.40519,4.27659,4.14799,4.01939,3.87218,3.67497,Cody Ponce,17920,664074.0,664074.0
63,Nolan McLean,NYM,10.4794,8.8023,15.2324,3.71777,27.54,27.54,0.0,0.0,,162.945,696.942,150.454,73.9459,67.3102,16.9644,63.1597,0.5994,8.9418,154.048,8.50862,3.48852,2.43903,0.937,0.221035,0.090624,0.130410835146904,0.240788,1.31096,0.294141,0.735622,0.49955,,3.92525,2.20538,2.56728,95.0,,,,,,,699.1000000000001,4.288957055214725,686,4.208588957055214,5.4,4.86,4.5,4.22,3.97,3.73,3.5,3.24,2.91,4.75,4.5,4.33,4.18,4.05,3.93,3.8,3.65,3.46,Nolan McLean,33703,690997.0,690997.0
64,Braxton Garrett,MIA,7.9463,8.3445,11.0103,3.83354,30.68,22.68,0.0,0.6408,,135.036,568.471,134.537,62.7059,57.5182,15.5891,33.7743,0.6813,7.3964,118.415,7.89224,2.25103,3.50606,1.039,0.208304,0.0594125,0.1488915048539638,0.255142,1.24642,0.302437,0.720921,0.4739,,3.79675,2.16655,2.1918,482.8800048828125,,,,,,,568.2,4.20888888888889,584,4.325925925925926,5.80664,5.08533,4.62734,4.27832,3.97936,3.70573,3.43625,3.14033,2.78855,4.88268,4.61386,4.43386,4.28445,4.14505,4.01564,3.87623,3.71742,3.51801,Braxton Garrett,21844,666129.0,666129.0
65,Michael Wacha,KC,9.6487,10.6905,13.5638,4.39146,29.16,29.16,0.0,0.0,,170.047,725.458,174.173,88.8896,82.9729,24.0334,49.976,0.4454,5.5962,135.034,7.14686,2.64505,2.70197,1.272,0.186136,0.0688889,0.11724703758955,0.260005,1.31816,0.29392,0.710015,0.37717,,4.36469,2.15758,1.88362,370.6000061035156,,,,,,,612.4,3.6023529411764703,640,3.764705882352941,6.03,5.49,5.14,4.85,4.6,4.36,4.12,3.85,3.51,5.31,5.08,4.93,4.8,4.68,4.57,4.45,4.31,4.13,Michael Wacha,14078,608379.0,608379.0
66,Cade Cavalli,WSH,8.4933,9.6239,13.3364,3.97505,25.92,25.92,0.0,0.0,,151.72,647.546,149.48,73.2189,67.0106,16.8409,52.0886,0.5472,8.2847,127.231,7.54729,3.08988,2.44258,0.999,0.196481,0.08044,0.1160411685705185,0.254577,1.32856,0.299344,0.721102,0.499448,,4.09474,2.15707,2.35692,338.1600036621094,,,,,,,602.3,3.9625,613,4.032894736842105,5.77,5.18,4.79,4.48,4.21,3.96,3.71,3.43,3.08,5.1,4.81,4.62,4.45,4.31,4.16,4.02,3.85,3.63,Cade Cavalli,27473,676917.0,676917.0
67,Clay Holmes,NYM,11.0932,10.0978,15.366,3.89387,30.78,30.78,0.0,0.0,,175.582,759.767,172.613,83.7021,75.966,16.4462,70.5322,0.5432,9.9841,146.155,7.49161,3.61534,2.07217,0.843,0.192368,0.092834,0.0995339229702949,0.254123,1.3848,0.302268,0.724345,0.542597,,4.0637,2.14431,2.33184,347.3999938964844,,,,,,,704.8000000000002,4.004545454545456,721,4.096590909090909,5.58,5.05,4.71,4.43,4.18,3.95,3.72,3.47,3.14,4.92,4.68,4.52,4.39,4.26,4.14,4.02,3.88,3.69,Clay Holmes,13649,605280.0,605280.0
68,Reese Olson,DET,8.4847,8.7461,11.0485,3.93663,32.3,24.3,0.0,0.61,,141.293,603.081,136.543,67.1745,61.8021,16.1231,46.9524,0.895,5.9518,131.38,8.36859,2.99074,2.79816,1.027,0.217849,0.0778542,0.1399946212768554,0.248181,1.29869,0.299052,0.722836,0.44936,,3.88218,2.11741,1.85101,294.67999267578125,,,,,,,597.4000000000001,4.236879432624114,604,4.283687943262412,5.86625,5.1683,4.72244,4.38413,4.09544,3.82242,3.55393,3.2677,2.916,4.9464,4.69754,4.51867,4.37923,4.2498,4.12037,3.9915,3.84206,3.65263,Reese Olson,24968,681857.0,681857.0
69,Trey Yesavage,TOR,9.3985,8.1965,11.9036,3.81579,34.3,24.3,0.0,0.6499,,146.759,621.69,127.929,67.3114,62.2222,18.0187,59.6466,0.7564,5.3652,161.708,9.91675,3.65784,2.7111,1.105,0.26011,0.0959427,0.1641672030091285,0.229807,1.27812,0.291575,0.740773,0.414166,,3.85648,2.1102,2.10705,147.47999572753906,,,,,,,666.5999999999999,4.53469387755102,634,4.312925170068027,5.73586,5.01842,4.5714,4.2321,3.93302,3.66008,3.39122,3.10508,2.75372,4.89208,4.59481,4.39549,4.23617,4.08753,3.94821,3.79958,3.63094,3.4223,Trey Yesavage,35456,702056.0,702056.0
70,Chris Bassitt,,9.7662,10.2058,13.3637,4.1467,29.16,29.16,0.0,0.0,,163.988,702.905,159.434,81.7077,75.5565,20.6078,56.6802,0.809,9.8301,148.326,8.14047,3.11073,2.6169,1.131,0.211019,0.0806371,0.1303820461034774,0.250526,1.31786,0.296978,0.71774,0.438,,4.17655,2.09262,2.01063,395.3999938964844,,,,,,,636.9000000000002,3.883536585365855,642,3.9146341463414633,5.79,5.26,4.91,4.63,4.38,4.14,3.91,3.65,3.31,5.05,4.84,4.69,4.57,4.46,4.36,4.25,4.12,3.95,Chris Bassitt,12304,605135.0,605135.0
71,Ryan Pepiot,TB,10.015,11.1799,13.9775,4.26433,30.78,30.78,0.0,0.0,,174.756,745.546,163.831,88.5556,82.8019,27.4173,62.7138,0.4458,7.5419,179.201,9.22892,3.22979,2.85744,1.412,0.240362,0.0841179,0.1562440171837806,0.242608,1.29635,0.291063,0.733358,0.372378,,4.32989,2.08505,1.90809,140.27999877929688,,,,,,,681.5000000000001,3.894285714285715,669,3.822857142857143,5.88,5.34,4.99,4.71,4.46,4.22,3.98,3.72,3.38,5.2,4.96,4.8,4.66,4.53,4.41,4.29,4.14,3.95,Ryan Pepiot,26221,686752.0,686752.0
72,Foster Griffin,WSH,8.0848,8.9359,11.1017,3.91858,36.68,22.68,0.0,0.6597,,143.276,606.143,142.525,67.8602,62.382,17.1454,41.7379,0.8442,6.3251,123.171,7.73709,2.6218,2.95106,1.077,0.203205,0.0688582,0.1343465000391006,0.255384,1.28607,0.30012,0.726339,0.461878,,3.97782,2.05657,2.13324,514.9600219726562,,,,,,,583.3,4.079020979020979,600,4.195804195804196,5.93019,5.19293,4.72333,4.36522,4.05884,3.77832,3.50268,3.20193,2.83607,4.96453,4.69649,4.51746,4.36844,4.22942,4.10039,3.96137,3.80333,3.6043,Foster Griffin,16432,656492.0,656492.0
73,Andrew Abbott,CIN,9.0707,11.1527,12.5953,4.57081,29.16,29.16,0.0,0.0,,167.628,719.743,167.052,90.4516,85.133,29.5584,53.9548,0.5995,4.7633,154.834,8.31308,2.89685,2.8697,1.587,0.215124,0.074964,0.1401601806282997,0.252717,1.31843,0.288469,0.726821,0.330273,,4.63098,2.01794,1.96501,221.72000122070312,,,,,,,573.0,3.4107142857142856,583,3.470238095238096,6.21,5.67,5.3,5.01,4.75,4.51,4.26,3.98,3.63,5.49,5.25,5.09,4.96,4.83,4.71,4.59,4.44,4.25,Andrew Abbott,29911,671096.0,671096.0
74,Gavin Williams,CLE,10.1315,11.2111,15.0607,4.06804,30.78,30.78,0.0,0.0,,177.33,760.42,162.712,86.5807,80.1539,22.6194,76.5066,0.6441,6.2621,180.398,9.15572,3.88293,2.35794,1.148,0.237235,0.100611,0.1366239711642265,0.240111,1.349,0.295159,0.735422,0.421063,,4.159,1.99394,2.03523,152.0399932861328,,,,,,,714.1000000000001,4.034463276836159,697,3.937853107344633,5.68,5.16,4.81,4.53,4.29,4.06,3.83,3.57,3.24,5.02,4.78,4.62,4.49,4.37,4.25,4.13,3.99,3.81,Gavin Williams,30122,668909.0,668909.0
75,Shane Baz,BAL,10.1549,10.051,13.6478,4.27317,29.16,29.16,0.0,0.0,,168.23,719.855,161.342,85.9285,79.8751,23.87,61.3071,0.465,7.7751,165.079,8.8314,3.27982,2.69265,1.277,0.229322,0.0851659,0.1441559940576553,0.247924,1.32348,0.297673,0.722507,0.421971,,4.24908,1.95889,1.60006,187.47999572753903,,,,,,,652.4,3.883333333333333,651,3.875,5.94,5.4,5.03,4.74,4.49,4.25,4.0,3.73,3.39,5.26,5.01,4.84,4.7,4.57,4.44,4.31,4.17,3.97,Shane Baz,22264,669358.0,669358.0
76,Gerrit Cole,NYY,8.2895,7.6057,11.829,4.0039,22.68,22.68,0.0,0.0,,134.18,565.207,124.491,64.0852,59.6938,20.1121,39.3701,0.3538,4.9461,136.517,9.15676,2.64071,3.46754,1.349,0.241535,0.0696561,0.1718789935111999,0.238997,1.2212,0.28655,0.735246,0.379996,,4.03968,1.93443,1.68646,289.5599975585937,,,,,,,565.1999999999999,4.217910447761193,552,4.119402985074627,5.73,5.14,4.75,4.44,4.17,3.91,3.66,3.38,3.03,4.95,4.7,4.54,4.4,4.27,4.15,4.02,3.88,3.68,Gerrit Cole,13125,543037.0,543037.0
77,Seth Lugo,KC,9.1094,10.141,12.946,4.38358,27.54,27.54,0.0,0.0,,161.288,697.312,165.688,84.5374,78.5577,21.9352,52.6728,0.6513,6.5896,138.228,7.71323,2.93918,2.62428,1.224,0.19823,0.0755369,0.1226930096745491,0.259679,1.35385,0.300809,0.713148,0.413091,,4.29138,1.93345,1.72011,355.5599975585937,,,,,,,585.2,3.634782608695653,615,3.819875776397516,6.07,5.52,5.16,4.87,4.61,4.36,4.12,3.85,3.5,5.33,5.1,4.94,4.81,4.69,4.58,4.46,4.32,4.14,Seth Lugo,12447,607625.0,607625.0
78,Shota Imanaga,CHC,9.1414,8.9828,13.0356,4.11784,25.92,25.92,0.0,0.0,,152.374,635.422,149.449,74.3752,69.717,26.2761,33.2383,0.4029,4.204,138.35,8.17165,1.96322,4.16236,1.552,0.217729,0.052309,0.1654199697077274,0.249924,1.19894,0.284233,0.742369,0.334405,,4.29817,1.91621,2.05045,171.8800048828125,,,,,,,582.6,3.8328947368421056,587,3.861842105263158,5.75,5.19,4.83,4.54,4.28,4.04,3.79,3.52,3.19,4.99,4.77,4.61,4.49,4.37,4.26,4.14,4.0,3.82,Shota Imanaga,33829,684007.0,684007.0
79,Reid Detmers,LAA,8.4345,9.3237,11.5871,4.05001,34.3,24.3,0.0,0.6554,,148.721,630.852,135.008,71.9185,66.9247,20.3913,56.9872,1.2926,6.6644,157.015,9.50192,3.44863,2.75527,1.234,0.248894,0.0903337,0.1585604697465896,0.238026,1.29097,0.294045,0.734651,0.396178,,4.09002,1.91582,2.02048,350.32000732421875,,,,,,,631.6000000000001,4.238926174496645,611,4.100671140939597,5.92077,5.23857,4.79948,4.45923,4.16905,3.90359,3.6335,3.35611,2.99342,4.98948,4.75083,4.58217,4.45285,4.32419,4.20486,4.07621,3.93688,3.74823,Reid Detmers,27468,672282.0,672282.0
80,Edward Cabrera,CHC,8.8778,8.5036,11.4004,3.96863,25.92,25.92,0.0,0.0,,139.701,592.206,124.542,66.7275,61.6026,16.5779,56.5717,0.3316,7.0887,148.641,9.5759,3.64453,2.62748,1.068,0.250995,0.0955271,0.155468001961708,0.235632,1.29644,0.297155,0.724401,0.454546,,3.91689,1.90365,2.01687,196.1999969482422,,,,,,,607.9,4.342142857142857,585,4.178571428571429,5.7,5.12,4.74,4.44,4.17,3.93,3.68,3.4,3.06,4.91,4.68,4.52,4.39,4.27,4.16,4.04,3.9,3.72,Edward Cabrera,21690,665795.0,665795.0
81,Max Meyer,MIA,8.3526,9.4321,11.695,4.04455,34.3,24.3,0.0,0.6408,,149.11,632.075,145.591,72.6723,67.0092,18.6553,48.3036,0.6642,5.5958,137.658,8.3088,2.91551,2.84986,1.126,0.217788,0.0764207,0.1413673907518386,0.251811,1.30035,0.300894,0.72252,0.461878,,3.9996,1.89477,2.04555,413.760009765625,,,,,,,607.3000000000001,4.075838926174497,616,4.134228187919463,6.00797,5.29402,4.84305,4.50086,4.1994,3.92331,3.64258,3.35386,2.98984,5.12171,4.84305,4.65373,4.4944,4.35507,4.21574,4.06708,3.90775,3.68976,Max Meyer,27474,676974.0,676974.0
82,Brandon Pfaadt,ARI,10.442,10.7941,13.9214,4.33103,30.78,30.78,0.0,0.0,,175.799,745.545,183.078,90.8459,84.5992,25.0221,41.9003,0.9454,7.275,152.301,7.79699,2.14507,3.63483,1.281,0.204281,0.0562009,0.1480799987912178,0.262904,1.27974,0.304512,0.706156,0.411564,,4.09198,1.88984,2.03618,378.239990234375,,,,,,,676.1000000000001,3.8414772727272735,712,4.045454545454546,5.95,5.43,5.08,4.8,4.55,4.32,4.08,3.82,3.48,5.25,5.03,4.87,4.74,4.63,4.52,4.4,4.26,4.08,Brandon Pfaadt,27782,694297.0,694297.0
83,Luis Severino,OAK,10.2592,11.3811,14.376,4.51489,30.78,30.78,0.0,0.0,,182.424,786.312,187.663,98.3454,91.514,26.8367,58.6597,0.6833,10.4469,148.714,7.33686,2.89401,2.53519,1.324,0.189128,0.074601,0.1145269200205802,0.261658,1.35027,0.296916,0.708868,0.423312,,4.55364,1.87633,1.74736,445.1600036621094,,,,,,,616.8999999999999,3.3895604395604386,650,3.571428571428572,6.15,5.63,5.28,5.0,4.75,4.52,4.28,4.01,3.67,5.46,5.24,5.08,4.95,4.83,4.71,4.59,4.45,4.27,Luis Severino,15890,622663.0,622663.0
84,Quinn Priester,MIL,9.7504,10.5266,14.2101,4.14137,29.16,29.16,0.0,0.0,,169.088,726.324,172.456,84.929,77.8063,20.0088,58.1487,0.4903,6.9342,137.704,7.32955,3.09506,2.36814,1.065,0.189591,0.0800589,0.1095319837331771,0.260807,1.36381,0.302758,0.719058,0.510306,,4.1994,1.87296,2.05287,278.1600036621094,,,,,,,638.4000000000001,3.777514792899409,666,3.940828402366864,5.84,5.31,4.95,4.67,4.41,4.18,3.94,3.67,3.33,5.15,4.91,4.75,4.62,4.5,4.38,4.25,4.11,3.93,Quinn Priester,25977,682990.0,682990.0
85,Jeffrey Springs,OAK,9.9302,11.3,12.8401,4.62532,30.78,30.78,0.0,0.0,,175.278,756.16,179.425,96.0392,90.0795,29.3493,55.9634,0.4673,5.3982,149.878,7.69577,2.87356,2.67814,1.507,0.198209,0.07401,0.1241988390684127,0.25824,1.34294,0.291086,0.717188,0.357466,,4.65199,1.86291,1.50963,416.239990234375,,,,,,,589.9,3.3708571428571426,615,3.5142857142857142,6.3,5.75,5.38,5.09,4.83,4.58,4.33,4.05,3.7,5.62,5.36,5.18,5.04,4.9,4.77,4.64,4.49,4.28,Jeffrey Springs,17677,605488.0,605488.0
86,Bubba Chandler,PIT,8.8352,10.394,12.0443,4.29851,37.92,25.92,0.0,0.6588,,162.414,703.322,157.693,83.5708,77.5709,20.7709,63.4389,0.867,8.0734,148.398,8.22333,3.5154,2.33923,1.151,0.210996,0.0901989,0.1207968667149543,0.24959,1.36154,0.295958,0.716268,0.414992,,4.29121,1.86176,1.81591,150.67999267578125,,,,,,,616.7,3.8067901234567914,624,3.851851851851852,6.22418,5.53852,5.09532,4.75134,4.45696,4.17922,3.90592,3.61558,3.24893,5.32794,5.06941,4.88089,4.73163,4.60237,4.47311,4.33385,4.17532,3.9768,Bubba Chandler,29868,696149.0,696149.0
